+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                  ;
+--------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                              ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; ieeeadd_uu|adder_uu|\Array_Of_FAs:9:full_adderi|or1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_FAs:9:full_adderi|or0    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_FAs:9:full_adderi|and2   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_FAs:9:full_adderi|and1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_FAs:9:full_adderi|and0   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_FAs:9:full_adderi        ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_FAs:8:full_adderi|xor1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_FAs:8:full_adderi|xor0   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_FAs:8:full_adderi|or1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_FAs:8:full_adderi|or0    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_FAs:8:full_adderi|and2   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_FAs:8:full_adderi|and1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_FAs:8:full_adderi|and0   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_FAs:8:full_adderi        ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_FAs:7:full_adderi|xor1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_FAs:7:full_adderi|xor0   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_FAs:7:full_adderi|or1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_FAs:7:full_adderi|or0    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_FAs:7:full_adderi|and2   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_FAs:7:full_adderi|and1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_FAs:7:full_adderi|and0   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_FAs:7:full_adderi        ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_FAs:6:full_adderi|xor1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_FAs:6:full_adderi|xor0   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_FAs:6:full_adderi|or1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_FAs:6:full_adderi|or0    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_FAs:6:full_adderi|and2   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_FAs:6:full_adderi|and1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_FAs:6:full_adderi|and0   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_FAs:6:full_adderi        ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_FAs:5:full_adderi|xor1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_FAs:5:full_adderi|xor0   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_FAs:5:full_adderi|or1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_FAs:5:full_adderi|or0    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_FAs:5:full_adderi|and2   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_FAs:5:full_adderi|and1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_FAs:5:full_adderi|and0   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_FAs:5:full_adderi        ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_FAs:4:full_adderi|xor1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_FAs:4:full_adderi|xor0   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_FAs:4:full_adderi|or1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_FAs:4:full_adderi|or0    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_FAs:4:full_adderi|and2   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_FAs:4:full_adderi|and1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_FAs:4:full_adderi|and0   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_FAs:4:full_adderi        ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_FAs:3:full_adderi|xor1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_FAs:3:full_adderi|xor0   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_FAs:3:full_adderi|or1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_FAs:3:full_adderi|or0    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_FAs:3:full_adderi|and2   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_FAs:3:full_adderi|and1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_FAs:3:full_adderi|and0   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_FAs:3:full_adderi        ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_FAs:2:full_adderi|xor1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_FAs:2:full_adderi|xor0   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_FAs:2:full_adderi|or1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_FAs:2:full_adderi|or0    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_FAs:2:full_adderi|and2   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_FAs:2:full_adderi|and1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_FAs:2:full_adderi|and0   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_FAs:2:full_adderi        ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_FAs:1:full_adderi|xor1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_FAs:1:full_adderi|xor0   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_FAs:1:full_adderi|or1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_FAs:1:full_adderi|or0    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_FAs:1:full_adderi|and2   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_FAs:1:full_adderi|and1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_FAs:1:full_adderi|and0   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_FAs:1:full_adderi        ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_FAs:0:full_adderi|xor1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_FAs:0:full_adderi|xor0   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_FAs:0:full_adderi|or1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_FAs:0:full_adderi|or0    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_FAs:0:full_adderi|and2   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_FAs:0:full_adderi|and1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_FAs:0:full_adderi|and0   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_FAs:0:full_adderi        ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_Xor:25:xor_gatej         ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_Xor:24:xor_gatej         ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_Xor:23:xor_gatej         ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_Xor:22:xor_gatej         ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_Xor:21:xor_gatej         ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_Xor:20:xor_gatej         ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_Xor:19:xor_gatej         ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_Xor:18:xor_gatej         ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_Xor:17:xor_gatej         ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_Xor:16:xor_gatej         ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_Xor:15:xor_gatej         ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_Xor:14:xor_gatej         ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_Xor:13:xor_gatej         ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_Xor:12:xor_gatej         ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_Xor:11:xor_gatej         ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_Xor:10:xor_gatej         ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_Xor:9:xor_gatej          ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_Xor:8:xor_gatej          ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_Xor:7:xor_gatej          ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_Xor:6:xor_gatej          ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_Xor:5:xor_gatej          ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_Xor:4:xor_gatej          ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_Xor:3:xor_gatej          ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_Xor:2:xor_gatej          ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_Xor:1:xor_gatej          ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu|\Array_Of_Xor:0:xor_gatej          ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|adder_uu                                    ; 54    ; 2              ; 0            ; 2              ; 27     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|Sign_computation_uu                         ; 5     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|swap2_uu                                    ; 55    ; 0              ; 0            ; 0              ; 52     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|Alignment_shifter_uu                        ; 32    ; 2              ; 0            ; 2              ; 26     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|swap_uu                                     ; 47    ; 4              ; 0            ; 4              ; 50     ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu|exp_sub_uu                                  ; 16    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ieeeadd_uu                                             ; 65    ; 1              ; 0            ; 1              ; 32     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; mul_uu                                                 ; 64    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; alu_uu|os_uu                                           ; 34    ; 0              ; 0            ; 0              ; 22     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; alu_uu|srl_uu                                          ; 20    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; alu_uu|au_uu|min_max_uu                                ; 20    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; alu_uu|au_uu|adduu|\Array_Of_FAs:15:full_adderi|xor1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; alu_uu|au_uu|adduu|\Array_Of_FAs:15:full_adderi|xor0   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; alu_uu|au_uu|adduu|\Array_Of_FAs:15:full_adderi|or1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; alu_uu|au_uu|adduu|\Array_Of_FAs:15:full_adderi|or0    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; alu_uu|au_uu|adduu|\Array_Of_FAs:15:full_adderi|and2   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; alu_uu|au_uu|adduu|\Array_Of_FAs:15:full_adderi|and1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; alu_uu|au_uu|adduu|\Array_Of_FAs:15:full_adderi|and0   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; alu_uu|au_uu|adduu|\Array_Of_FAs:15:full_adderi        ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; alu_uu|au_uu|adduu|\Array_Of_FAs:14:full_adderi|xor1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; alu_uu|au_uu|adduu|\Array_Of_FAs:14:full_adderi|xor0   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; alu_uu|au_uu|adduu|\Array_Of_FAs:14:full_adderi|or1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; alu_uu|au_uu|adduu|\Array_Of_FAs:14:full_adderi|or0    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; alu_uu|au_uu|adduu|\Array_Of_FAs:14:full_adderi|and2   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; alu_uu|au_uu|adduu|\Array_Of_FAs:14:full_adderi|and1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; alu_uu|au_uu|adduu|\Array_Of_FAs:14:full_adderi|and0   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
